devtox,carcino,muta,skin,andro,estro,chrom,hepa
0.5236515506057284,0.5065751248028648,0.487395801948378,0.5022683084899546,0.5923814903792752,0.57612891285956,0.5174225015241758,0.5657513694567531
0.5029365153351356,0.5478183887694448,0.5213988004472908,0.5060639470782801,0.5369971365403331,0.5214376645367017,0.5105322961279608,0.5293147147434365
0.5276564459628941,0.5011512628100357,0.497009453984179,0.5444839857651246,0.5488830605046577,0.8355978260869564,0.5861522520875236,0.519041313559322
0.46862682433152236,0.5613627854736054,0.5017221584385764,0.5109170305676856,0.5584500986392837,0.5435043127043541,0.5439967929444779,0.5402552831386193
0.4789382573571841,0.5507204332269606,0.5380923815236953,0.5002110595187843,0.5345052063574921,0.551283584946288,0.5530782873068153,0.5143260575395658
0.41168933162485016,0.5041493258902984,0.49747321609055994,0.541275333662877,0.533119674119779,0.5870438274838483,0.5204579579579579,0.5356206959595344
0.5173279469052084,0.5482927668358132,0.49465150320909806,0.5176933158584535,0.5825908156271419,0.5851815574057231,0.4809361030765185,0.5261194029850746
0.5343868890839918,0.5329231505229167,0.5087535381067197,0.5017883442036609,0.5901163951598782,0.5105847233615897,0.5059853492942649,0.5055320579255483
0.5072574484339191,0.543729671123961,0.5039490445859872,0.5512572533849129,0.6126566043533588,0.505969084970327,0.5428910655981004,0.5370487206449351
0.37093200916730323,0.5395701085757703,0.5029821073558648,0.48916761687571275,0.5660683001751902,0.5814597025250778,0.5142894314584328,0.5391852254209668
0.4581337221412206,0.5560181074511288,0.51467173316445,0.5103905001141813,0.6102221281143814,0.7205366703760473,0.5232815964523282,0.5011223344556678
0.508229119419426,0.5232653466822349,0.5368200438220444,0.5133079847908745,0.6268031364098882,0.5384135204494486,0.5100065770929249,0.5302160184749954
0.48026231194548025,0.5227583151832847,0.5172792100932528,0.5332725615314494,0.596635937247291,0.570070526400472,0.5326805696846388,0.5056267251751717
0.37658409387222946,0.5182201127261941,0.5009992006394884,0.4945054945054945,0.5424194297443425,0.663295463268596,0.5103994110068102,0.5389700932781999
0.5051455128914463,0.5296176369273166,0.5073716882828955,0.5326114328884411,0.5978580036322284,0.6789934882225259,0.515965019320724,0.5320518511941756
0.4344383304254463,0.5395914232652372,0.5099461251554082,0.5110220440881763,0.6215164726008499,0.5236637214591899,0.5042258841305066,0.543482026851451
0.5190241324643298,0.5193524087381775,0.5448601136241826,0.5133079847908745,0.577727789468592,0.5942320590207913,0.5148342059336823,0.5191695616900003
0.4994297400401148,0.5232367282878263,0.49159162417272434,0.49228428602477725,0.5417530243565434,0.495047852214556,0.5120744704771327,0.5276725320192465
0.4658385093167701,0.5130183220829315,0.5042630937880633,0.5974842767295597,0.5744271778392753,0.5614693623961272,0.5342820181112549,0.5377015080603225
0.41830238726790453,0.5212926391382405,0.5898995240613432,0.5025180643748632,0.5608934051008603,0.5571683078070405,0.5153387302939924,0.5231504110197733
0.46759819211916737,0.5146564151850073,0.49521531100478466,0.44877606527651864,0.5565293045527,0.5528687196110211,0.5213953488372093,0.5273627211998289
0.5445018743610133,0.5171049377627566,0.5008656036446469,0.5377869486716533,0.59360305414591,0.5089790926029651,0.5225863596102746,0.5301716295712293
0.524962050936077,0.5317704972877387,0.48559589581689033,0.5477031802120141,0.6115985343472982,0.5676940085207356,0.5208546571136131,0.4884395391927817
0.4650327548557637,0.5198933890201681,0.5507804147958092,0.5156490507952797,0.5230445591891375,0.5596666864713921,0.5140212360468283,0.5185811954240844
0.3591346153846154,0.5220770267305945,0.5192342423695142,0.5025180643748632,0.6028240789892769,0.5527288540987171,0.5020957703543758,0.5261194029850746
0.43833397880505576,0.5206289441586679,0.4991800906723256,0.5096602265156562,0.5507359921311175,0.5276364321675685,0.5050241905470786,0.5079998450393213
0.49308456326000183,0.5409090909090909,0.6119581464872945,0.5759429153924567,0.6661474432302188,0.5326765521520558,0.5769387477930192,0.4434419467931532
0.4332506851102701,0.5009414614840311,0.4995804978092663,0.5047106325706595,0.5663369940749937,0.48448053331328395,0.5208808649935522,0.5152197318195165
0.48240487835863555,0.5108116793682859,0.4590362774286029,0.5387246518446128,0.538369880208002,0.5412507613708404,0.5283104196816208,0.5184419165804895
0.5178315487732906,0.5117727824616746,0.5012691466083151,0.5060034305317326,0.5435174087347744,0.49824339111904625,0.5100065770929249,0.516267754460117
